L= 50  beta= 1.0  t_max= 5.0  steps= 1000  D= 200  prec= 1.0e-20  delta= 0.1  [J0,h0,g0]= [1.0, 1.0, 0.0]
# t 	 E 	 mag_x 	 mag_z 	 corr 	 err
2.2	-63.0513414151246	-0.6387234702571349	-3947536741932822e-29	-0.13329545530777903	144083763067676e-31
2.25	-63.05138799831616	-0.638670593528393	-4545669396449625e-29	-0.13317287402766737	26687433709224848e-33
2.3	-63.051434852777845	-0.6387467613526072	-5215272658176673e-29	-0.1330459790490416	40596061455920624e-33
2.35	-63.051478661510075	-0.638893417953696	-6190187251675638e-29	-0.1329184871717605	54265138699860234e-33
2.4	-63.05151655094666	-0.6390481981954534	-4738570646978246e-29	-0.13279438057778054	660768849239385e-31
2.45	-63.0515462913748	-0.6391543548594909	-4428402089473593e-29	-0.13267726156742765	10403389239597548e-32
2.5	-63.05156643582026	-0.6391686264182563	-503971864240782e-28	-0.13256980043211852	17220209361390802e-32
2.55	-63.05157638862249	-0.6390665261096264	-532768273941997e-28	-0.13247334869172783	21023484508929379e-32
2.6	-63.05157640118907	-0.638844476603271	-5603156827405087e-29	-0.13238776400274072	32954249266145046e-32
2.65	-63.051567498620344	-0.6385187088315427	-5192374308293779e-29	-0.13231145905741915	4391859050131218e-31
2.7	-63.05155134654309	-0.6381213158628187	-7801398416162897e-29	-0.13224165329118376	6660573051297606e-31
2.75	-63.051530072104356	-0.6376942376829664	-7643885524544203e-29	-0.13217477935777838	11785519074543045e-31
2.8	-63.05150605628246	-0.6372822012383392	-637406794012918e-28	-0.13210697806058114	19625690289031095e-31
2.85	-63.051481716307876	-0.6369257250730664	-6052797152378275e-29	-0.13203460529800762	3356935519634607e-30
2.9	-63.05145929691814	-0.6366552171252451	-47781223422305175e-30	-0.13195467914041267	3954899300506142e-30
2.95	-63.05144068756867	-0.6364869692379533	-1907501934184097e-29	-0.1318652092625841	46572926029677365e-31
3	-63.05142727970056	-0.6364215236162011	-11574075031717257e-30	-0.13176536722026333	7021701261345267e-30
3.05	-63.05141987417596	-0.6364445082953514	-14238610290817633e-30	-0.13165548543358854	10211972101865254e-30
3.1	-63.05141864428041	-0.6365296683970662	-9048317650695026e-30	-0.13153690120851858	12916945129040396e-30
3.15	-63.05142315482096	-0.6366435109922755	-24029389589230732e-30	-0.1314116768426824	16955913210753378e-30
3.2	-63.051432433137066	-0.6367507754787363	-26229018956769323e-31	-0.13128224854833204	2342733356851721e-29
3.25	-63.05144508371136	-0.6368198630590903	-7632783294297951e-31	-0.131151059466125	2870363975849652e-29
3.3	-63.05145943483606	-0.636827412856332	-56343818499726694e-31	-0.13102022902526253	36050603484893147e-30
3.35	-63.0514737036358	-0.6367613835494939	16028844918025698e-30	-0.13089131655676695	4889562522738912e-29
3.4	-63.05148616482732	-0.6366222568362266	25375535006588734e-30	-0.13076519626741778	6669139214032884e-29
3.45	-63.051495308867516	-0.6364222801411616	3141237270298802e-29	-0.1306420552845913	9463464915116994e-29
3.5	-63.05149997659653	-0.6361829640558423	44346470939871097e-30	-0.13052150589756895	14026171082520228e-29
3.55	-63.05149945985684	-0.6359313009867136	2999683834659095e-29	-0.13040278344667233	20633186874639298e-29
3.6	-63.05149356070608	-0.6356953404243817	37816971776294395e-31	-0.13028499247672592	2889808032138438e-28
3.65	-63.05148260542033	-0.6354998219372048	-17763568394002505e-30	-0.13016735614760636	41593964413237205e-29
3.7	-63.05146741323385	-0.6353625245230294	-16257828416854636e-30	-0.13004942667087355	5673243643321084e-28
3.75	-63.05144922336952	-0.6352918516830866	23953061756287752e-30	-0.12993122197447698	7537694678685334e-28
3.8	-63.05142958714422	-0.6352859607778887	9195422201457859e-29	-0.12981326824886968	10055050597048364e-28
3.85	-63.05141023451386	-0.6353334976559372	22476465133536294e-29	-0.1296965456972466	12497208257866873e-28
3.9	-63.05139292625471	-0.6354157519175672	4421393806630647e-28	-0.12958234837654808	14881092587737868e-28
3.95	-63.051379303886705	-0.6355098413022571	7285977376980668e-28	-0.12947208507285374	17477666767524955e-28
4	-63.051370749402125	-0.6355923949105059	10664247263036941e-28	-0.12936705236126778	20318833194922283e-28
4.05	-63.05136826595229	-0.6356431522818338	1458666520903762e-27	-0.1292681746886879	24003702704176783e-28
4.1	-63.05137238885441	-0.6356479330233596	1856577391823322e-27	-0.12917575182107865	30425215320994007e-28
4.15	-63.05138313387107	-0.6356005503213321	22268575872175234e-28	-0.12908944031169806	4169102694931506e-27
4.2	-63.051399986760806	-0.6355034200379245	24720850366755087e-28	-0.12900823599973305	5967151985037283e-27
4.25	-63.05142193492708	-0.6353668257834764	24801827258613685e-28	-0.1289305397554408	8546066753848727e-27
4.3	-63.051447538711365	-0.6352070066714426	2036454338494309e-27	-0.12885430574132192	11884152719304213e-27
4.35	-63.05147503684924	-0.6350434072585036	8919254224082351e-28	-0.12877723662780605	15469892146692964e-27
4.4	-63.05150247800757	-0.634895543582884	-1212654976434635e-27	-0.12869701033085063	1872820368372621e-26
4.45	-63.05152786837118	-0.6347799802083802	-4572647815948017e-27	-0.12861152049293517	22438552528841924e-27
4.5	-63.0515493237741	-0.634707877343819	-9423586910806137e-27	-0.12851910874175743	27225588288988978e-27
4.55	-63.051565214746944	-0.6346834625086726	-15776283057711282e-27	-0.12841869486941832	33838963156452836e-27
4.6	-63.05157429306628	-0.6347036266052279	-23431978579679935e-27	-0.12830982493043416	4117823453950799e-26
4.65	-63.051575790192715	-0.6347586647477774	-3183792812722075e-26	-0.1281926482540826	47000237653084614e-27
4.7	-63.05156947997992	-0.6348340062023181	-40253578248439226e-27	-0.12806782569660363	4984888844206062e-26
4.75	-63.05155570066778	-0.6349126320331959	-47689074911261287e-27	-0.12793638290387355	53277348949085454e-27
4.8	-63.05153533398717	-0.634977784853052	-5256692303667876e-26	-0.12779953195732952	6168317284516375e-26
4.85	-63.05150974283413	-0.6350155440040417	-52704174358098044e-27	-0.1276584875276745	7691362917262738e-26
4.9	-63.05148067245531	-0.6350168746765357	-4529086827798068e-26	-0.12751431229103657	1002509797204716e-25
4.95	-63.05145012261413	-0.6349788538607817	-27298392712982178e-27	-0.127367803579645	13310851298445762e-26
5	-63.051420200437846	-0.6349049125328154	22949697697782767e-28	-0.12721943356861626	17643018144578345e-26

